URL	Status	Number of redirects	Redirect Chain	Final URL	Final URL IP	Final URL NS	
handandstonearvada.com	301	3	http://handandstonearvada.com/sitemap.xml | https://handandstonearvada.com/sitemap.xml | http://www.handandstonearvada.com/sitemap.xml | 	https://www.handandstonearvada.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonehighlandsranch.com	301	3	http://handandstonehighlandsranch.com/sitemap.xml | https://handandstonehighlandsranch.com/sitemap.xml | http://www.handandstonehighlandsranch.com/sitemap.xml | 	https://www.handandstonehighlandsranch.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonemanahawkin.com	301	3	http://handandstonemanahawkin.com/sitemap.xml | https://handandstonemanahawkin.com/sitemap.xml | http://www.handandstonemanahawkin.com/sitemap.xml | 	https://www.handandstonemanahawkin.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonedublin.com	301	3	http://handandstonedublin.com/sitemap.xml | https://handandstonedublin.com/sitemap.xml | http://www.handandstonedublin.com/sitemap.xml | 	https://www.handandstonedublin.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonelivingston.com	301	3	http://handandstonelivingston.com/sitemap.xml | https://handandstonelivingston.com/sitemap.xml | http://www.handandstonelivingston.com/sitemap.xml | 	https://www.handandstonelivingston.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonebradford.com	301	3	http://handandstonebradford.com/sitemap.xml | https://handandstonebradford.com/sitemap.xml | http://www.handandstonebradford.com/sitemap.xml | 	https://www.handandstonebradford.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonefallsofneuse.com	301	3	http://handandstonefallsofneuse.com/sitemap.xml | https://handandstonefallsofneuse.com/sitemap.xml | http://www.handandstonefallsofneuse.com/sitemap.xml | 	https://www.handandstonefallsofneuse.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonecolonadesway.com	301	3	http://handandstonecolonadesway.com/sitemap.xml | https://handandstonecolonadesway.com/sitemap.xml | http://www.handandstonecolonadesway.com/sitemap.xml | 	https://www.handandstonecolonadesway.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonecameronvillage.com	301	3	http://handandstonecameronvillage.com/sitemap.xml | https://handandstonecameronvillage.com/sitemap.xml | http://www.handandstonecameronvillage.com/sitemap.xml | 	https://www.handandstonecameronvillage.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonechapelhill.com	301	3	http://handandstonechapelhill.com/sitemap.xml | https://handandstonechapelhill.com/sitemap.xml | http://www.handandstonechapelhill.com/sitemap.xml | 	https://www.handandstonechapelhill.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneharrisburg.com	301	3	http://handandstoneharrisburg.com/sitemap.xml | https://handandstoneharrisburg.com/sitemap.xml | http://www.handandstoneharrisburg.com/sitemap.xml | 	https://www.handandstoneharrisburg.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneaurorasouth.com	301	3	http://handandstoneaurorasouth.com/sitemap.xml | https://handandstoneaurorasouth.com/sitemap.xml | http://www.handandstoneaurorasouth.com/sitemap.xml | 	https://www.handandstoneaurorasouth.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstone-parkerco.com	301	3	http://handandstone-parkerco.com/sitemap.xml | https://handandstone-parkerco.com/sitemap.xml | http://www.handandstone-parkerco.com/sitemap.xml | 	https://www.handandstone-parkerco.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonenorthfieldstapleton.com	301	3	http://handandstonenorthfieldstapleton.com/sitemap.xml | https://handandstonenorthfieldstapleton.com/sitemap.xml | http://www.handandstonenorthfieldstapleton.com/sitemap.xml | 	https://www.handandstonenorthfieldstapleton.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneannapolis.com	301	3	http://handandstoneannapolis.com/sitemap.xml | https://handandstoneannapolis.com/sitemap.xml | http://www.handandstoneannapolis.com/sitemap.xml | 	https://www.handandstoneannapolis.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneballantyne.com	301	3	http://handandstoneballantyne.com/sitemap.xml | https://handandstoneballantyne.com/sitemap.xml | http://www.handandstoneballantyne.com/sitemap.xml | 	https://www.handandstoneballantyne.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonebeecave.com	301	3	http://handandstonebeecave.com/sitemap.xml | https://handandstonebeecave.com/sitemap.xml | http://www.handandstonebeecave.com/sitemap.xml | 	https://www.handandstonebeecave.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonemadison.com	301	3	http://handandstonemadison.com/sitemap.xml | https://handandstonemadison.com/sitemap.xml | http://www.handandstonemadison.com/sitemap.xml | 	https://www.handandstonemadison.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonealexandria.com	301	3	http://handandstonealexandria.com/sitemap.xml | https://handandstonealexandria.com/sitemap.xml | http://www.handandstonealexandria.com/sitemap.xml | 	https://www.handandstonealexandria.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonesevernapark.com	301	3	http://handandstonesevernapark.com/sitemap.xml | https://handandstonesevernapark.com/sitemap.xml | http://www.handandstonesevernapark.com/sitemap.xml | 	https://www.handandstonesevernapark.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonecolumbia.com	301	3	http://handandstonecolumbia.com/sitemap.xml | https://handandstonecolumbia.com/sitemap.xml | http://www.handandstonecolumbia.com/sitemap.xml | 	https://www.handandstonecolumbia.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneweymouth.com	301	3	http://handandstoneweymouth.com/sitemap.xml | https://handandstoneweymouth.com/sitemap.xml | http://www.handandstoneweymouth.com/sitemap.xml | 	https://www.handandstoneweymouth.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonebedminster.com	301	3	http://handandstonebedminster.com/sitemap.xml | https://handandstonebedminster.com/sitemap.xml | http://www.handandstonebedminster.com/sitemap.xml | 	https://www.handandstonebedminster.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonelehighvalley.com	301	3	http://handandstonelehighvalley.com/sitemap.xml | https://handandstonelehighvalley.com/sitemap.xml | http://www.handandstonelehighvalley.com/sitemap.xml | 	https://www.handandstonelehighvalley.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonebayshore.com	301	3	http://handandstonebayshore.com/sitemap.xml | https://handandstonebayshore.com/sitemap.xml | http://www.handandstonebayshore.com/sitemap.xml | 	https://www.handandstonebayshore.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonecharlotte-waverly.com	301	3	http://handandstonecharlotte-waverly.com/sitemap.xml | https://handandstonecharlotte-waverly.com/sitemap.xml | http://www.handandstonecharlotte-waverly.com/sitemap.xml | 	https://www.handandstonecharlotte-waverly.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneelmhurst.com	301	3	http://handandstoneelmhurst.com/sitemap.xml | https://handandstoneelmhurst.com/sitemap.xml | http://www.handandstoneelmhurst.com/sitemap.xml | 	https://www.handandstoneelmhurst.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonebroomall.com	301	3	http://handandstonebroomall.com/sitemap.xml | https://handandstonebroomall.com/sitemap.xml | http://www.handandstonebroomall.com/sitemap.xml | 	https://www.handandstonebroomall.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonenewtownsquare.com	301	3	http://handandstonenewtownsquare.com/sitemap.xml | https://handandstonenewtownsquare.com/sitemap.xml | http://www.handandstonenewtownsquare.com/sitemap.xml | 	https://www.handandstonenewtownsquare.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneglenmills.com	301	3	http://handandstoneglenmills.com/sitemap.xml | https://handandstoneglenmills.com/sitemap.xml | http://www.handandstoneglenmills.com/sitemap.xml | 	https://www.handandstoneglenmills.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonehaverford.com	301	3	http://handandstonehaverford.com/sitemap.xml | https://handandstonehaverford.com/sitemap.xml | http://www.handandstonehaverford.com/sitemap.xml | 	https://www.handandstonehaverford.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonekennettsquare.com	301	3	http://handandstonekennettsquare.com/sitemap.xml | https://handandstonekennettsquare.com/sitemap.xml | http://www.handandstonekennettsquare.com/sitemap.xml | 	https://www.handandstonekennettsquare.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonewarrington.com	301	3	http://handandstonewarrington.com/sitemap.xml | https://handandstonewarrington.com/sitemap.xml | http://www.handandstonewarrington.com/sitemap.xml | 	https://www.handandstonewarrington.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneexton.com	301	3	http://handandstoneexton.com/sitemap.xml | https://handandstoneexton.com/sitemap.xml | http://www.handandstoneexton.com/sitemap.xml | 	https://www.handandstoneexton.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonephoenixville.com	301	3	http://handandstonephoenixville.com/sitemap.xml | https://handandstonephoenixville.com/sitemap.xml | http://www.handandstonephoenixville.com/sitemap.xml | 	https://www.handandstonephoenixville.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonelogansquare.com	301	3	http://handandstonelogansquare.com/sitemap.xml | https://handandstonelogansquare.com/sitemap.xml | http://www.handandstonelogansquare.com/sitemap.xml | 	https://www.handandstonelogansquare.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonekingofprussia.com	301	3	http://handandstonekingofprussia.com/sitemap.xml | https://handandstonekingofprussia.com/sitemap.xml | http://www.handandstonekingofprussia.com/sitemap.xml | 	https://www.handandstonekingofprussia.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonenortheastpa.com	301	3	http://handandstonenortheastpa.com/sitemap.xml | https://handandstonenortheastpa.com/sitemap.xml | http://www.handandstonenortheastpa.com/sitemap.xml | 	https://www.handandstonenortheastpa.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonebear.com	301	3	http://handandstonebear.com/sitemap.xml | https://handandstonebear.com/sitemap.xml | http://www.handandstonebear.com/sitemap.xml | 	https://www.handandstonebear.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonecherryhillnj.com	301	3	http://handandstonecherryhillnj.com/sitemap.xml | https://handandstonecherryhillnj.com/sitemap.xml | http://www.handandstonecherryhillnj.com/sitemap.xml | 	https://www.handandstonecherryhillnj.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonehaddonfieldrd.com	301	3	http://handandstonehaddonfieldrd.com/sitemap.xml | https://handandstonehaddonfieldrd.com/sitemap.xml | http://www.handandstonehaddonfieldrd.com/sitemap.xml | 	https://www.handandstonehaddonfieldrd.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonedelran.com	301	3	http://handandstonedelran.com/sitemap.xml | https://handandstonedelran.com/sitemap.xml | http://www.handandstonedelran.com/sitemap.xml | 	https://www.handandstonedelran.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonedeptford.com	301	3	http://handandstonedeptford.com/sitemap.xml | https://handandstonedeptford.com/sitemap.xml | http://www.handandstonedeptford.com/sitemap.xml | 	https://www.handandstonedeptford.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonehainesport.com	301	3	http://handandstonehainesport.com/sitemap.xml | https://handandstonehainesport.com/sitemap.xml | http://www.handandstonehainesport.com/sitemap.xml | 	https://www.handandstonehainesport.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonemullicahill.com	301	3	http://handandstonemullicahill.com/sitemap.xml | https://handandstonemullicahill.com/sitemap.xml | http://www.handandstonemullicahill.com/sitemap.xml | 	https://www.handandstonemullicahill.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonemarlton.com	301	3	http://handandstonemarlton.com/sitemap.xml | https://handandstonemarlton.com/sitemap.xml | http://www.handandstonemarlton.com/sitemap.xml | 	https://www.handandstonemarlton.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonemayslanding.com	301	3	http://handandstonemayslanding.com/sitemap.xml | https://handandstonemayslanding.com/sitemap.xml | http://www.handandstonemayslanding.com/sitemap.xml | 	https://www.handandstonemayslanding.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonemillville.com	301	3	http://handandstonemillville.com/sitemap.xml | https://handandstonemillville.com/sitemap.xml | http://www.handandstonemillville.com/sitemap.xml | 	https://www.handandstonemillville.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstone-voorhees.com	301	3	http://handandstone-voorhees.com/sitemap.xml | https://handandstone-voorhees.com/sitemap.xml | http://www.handandstone-voorhees.com/sitemap.xml | 	https://www.handandstone-voorhees.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneturnersville.com	301	3	http://handandstoneturnersville.com/sitemap.xml | https://handandstoneturnersville.com/sitemap.xml | http://www.handandstoneturnersville.com/sitemap.xml | 	https://www.handandstoneturnersville.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneglassboro.com	301	3	http://handandstoneglassboro.com/sitemap.xml | https://handandstoneglassboro.com/sitemap.xml | http://www.handandstoneglassboro.com/sitemap.xml | 	https://www.handandstoneglassboro.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneroyersford.com	301	3	http://handandstoneroyersford.com/sitemap.xml | https://handandstoneroyersford.com/sitemap.xml | http://www.handandstoneroyersford.com/sitemap.xml | 	https://www.handandstoneroyersford.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonelanghorne.com	301	3	http://handandstonelanghorne.com/sitemap.xml | https://handandstonelanghorne.com/sitemap.xml | http://www.handandstonelanghorne.com/sitemap.xml | 	https://www.handandstonelanghorne.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonewillowgrove.com	301	3	http://handandstonewillowgrove.com/sitemap.xml | https://handandstonewillowgrove.com/sitemap.xml | http://www.handandstonewillowgrove.com/sitemap.xml | 	https://www.handandstonewillowgrove.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonehillsborough.com	301	3	http://handandstonehillsborough.com/sitemap.xml | https://handandstonehillsborough.com/sitemap.xml | http://www.handandstonehillsborough.com/sitemap.xml | 	https://www.handandstonehillsborough.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstone-waynepa.com	301	3	http://handandstone-waynepa.com/sitemap.xml | https://handandstone-waynepa.com/sitemap.xml | http://www.handandstone-waynepa.com/sitemap.xml | 	https://www.handandstone-waynepa.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonebrookhaven.com	301	3	http://handandstonebrookhaven.com/sitemap.xml | https://handandstonebrookhaven.com/sitemap.xml | http://www.handandstonebrookhaven.com/sitemap.xml | 	https://www.handandstonebrookhaven.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonenorthbrunswick.com	301	3	http://handandstonenorthbrunswick.com/sitemap.xml | https://handandstonenorthbrunswick.com/sitemap.xml | http://www.handandstonenorthbrunswick.com/sitemap.xml | 	https://www.handandstonenorthbrunswick.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonekirkwood.com	301	3	http://handandstonekirkwood.com/sitemap.xml | https://handandstonekirkwood.com/sitemap.xml | http://www.handandstonekirkwood.com/sitemap.xml | 	https://www.handandstonekirkwood.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonebrandywine.com	301	3	http://handandstonebrandywine.com/sitemap.xml | https://handandstonebrandywine.com/sitemap.xml | http://www.handandstonebrandywine.com/sitemap.xml | 	https://www.handandstonebrandywine.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonelakewood.com	301	3	http://handandstonelakewood.com/sitemap.xml | https://handandstonelakewood.com/sitemap.xml | http://www.handandstonelakewood.com/sitemap.xml | 	https://www.handandstonelakewood.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonecentercitypa.com	301	3	http://handandstonecentercitypa.com/sitemap.xml | https://handandstonecentercitypa.com/sitemap.xml | http://www.handandstonecentercitypa.com/sitemap.xml | 	https://www.handandstonecentercitypa.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneclermont.com	301	3	http://handandstoneclermont.com/sitemap.xml | https://handandstoneclermont.com/sitemap.xml | http://www.handandstoneclermont.com/sitemap.xml | 	https://www.handandstoneclermont.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonekissimmee.com	301	3	http://handandstonekissimmee.com/sitemap.xml | https://handandstonekissimmee.com/sitemap.xml | http://www.handandstonekissimmee.com/sitemap.xml | 	https://www.handandstonekissimmee.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstone-lakemary.com	301	3	http://handandstone-lakemary.com/sitemap.xml | https://handandstone-lakemary.com/sitemap.xml | http://www.handandstone-lakemary.com/sitemap.xml | 	https://www.handandstone-lakemary.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonelongwood.com	301	3	http://handandstonelongwood.com/sitemap.xml | https://handandstonelongwood.com/sitemap.xml | http://www.handandstonelongwood.com/sitemap.xml | 	https://www.handandstonelongwood.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonewintersprings.com	301	3	http://handandstonewintersprings.com/sitemap.xml | https://handandstonewintersprings.com/sitemap.xml | http://www.handandstonewintersprings.com/sitemap.xml | 	https://www.handandstonewintersprings.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneoldbridge.com	301	3	http://handandstoneoldbridge.com/sitemap.xml | https://handandstoneoldbridge.com/sitemap.xml | http://www.handandstoneoldbridge.com/sitemap.xml | 	https://www.handandstoneoldbridge.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonedowntownorlando.com	301	3	http://handandstonedowntownorlando.com/sitemap.xml | https://handandstonedowntownorlando.com/sitemap.xml | http://www.handandstonedowntownorlando.com/sitemap.xml | 	https://www.handandstonedowntownorlando.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneoviedo.com	301	3	http://handandstoneoviedo.com/sitemap.xml | https://handandstoneoviedo.com/sitemap.xml | http://www.handandstoneoviedo.com/sitemap.xml | 	https://www.handandstoneoviedo.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonenaples.com	301	3	http://handandstonenaples.com/sitemap.xml | https://handandstonenaples.com/sitemap.xml | http://www.handandstonenaples.com/sitemap.xml | 	https://www.handandstonenaples.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneestero.com	301	3	http://handandstoneestero.com/sitemap.xml | https://handandstoneestero.com/sitemap.xml | http://www.handandstoneestero.com/sitemap.xml | 	https://www.handandstoneestero.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonewashingtontownship.com	301	3	http://handandstonewashingtontownship.com/sitemap.xml | https://handandstonewashingtontownship.com/sitemap.xml | http://www.handandstonewashingtontownship.com/sitemap.xml | 	https://www.handandstonewashingtontownship.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneannarbor.com	301	3	http://handandstoneannarbor.com/sitemap.xml | https://handandstoneannarbor.com/sitemap.xml | http://www.handandstoneannarbor.com/sitemap.xml | 	https://www.handandstoneannarbor.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonebedford.com	301	3	http://handandstonebedford.com/sitemap.xml | https://handandstonebedford.com/sitemap.xml | http://www.handandstonebedford.com/sitemap.xml | 	https://www.handandstonebedford.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonebrick.com	301	3	http://handandstonebrick.com/sitemap.xml | https://handandstonebrick.com/sitemap.xml | http://www.handandstonebrick.com/sitemap.xml | 	https://www.handandstonebrick.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonemanalapan.com	301	3	http://handandstonemanalapan.com/sitemap.xml | https://handandstonemanalapan.com/sitemap.xml | http://www.handandstonemanalapan.com/sitemap.xml | 	https://www.handandstonemanalapan.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonemiddletown.com	301	3	http://handandstonemiddletown.com/sitemap.xml | https://handandstonemiddletown.com/sitemap.xml | http://www.handandstonemiddletown.com/sitemap.xml | 	https://www.handandstonemiddletown.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstone-morristown.com	301	3	http://handandstone-morristown.com/sitemap.xml | https://handandstone-morristown.com/sitemap.xml | http://www.handandstone-morristown.com/sitemap.xml | 	https://www.handandstone-morristown.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonespringlakeheights.com	301	3	http://handandstonespringlakeheights.com/sitemap.xml | https://handandstonespringlakeheights.com/sitemap.xml | http://www.handandstonespringlakeheights.com/sitemap.xml | 	https://www.handandstonespringlakeheights.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonetomsriver.com	301	3	http://handandstonetomsriver.com/sitemap.xml | https://handandstonetomsriver.com/sitemap.xml | http://www.handandstonetomsriver.com/sitemap.xml | 	https://www.handandstonetomsriver.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonewestlongbranch.com	301	3	http://handandstonewestlongbranch.com/sitemap.xml | https://handandstonewestlongbranch.com/sitemap.xml | http://www.handandstonewestlongbranch.com/sitemap.xml | 	https://www.handandstonewestlongbranch.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonehowell.com	301	3	http://handandstonehowell.com/sitemap.xml | https://handandstonehowell.com/sitemap.xml | http://www.handandstonehowell.com/sitemap.xml | 	https://www.handandstonehowell.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonenewcity.com	301	3	http://handandstonenewcity.com/sitemap.xml | https://handandstonenewcity.com/sitemap.xml | http://www.handandstonenewcity.com/sitemap.xml | 	https://www.handandstonenewcity.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonecommack.com	301	3	http://handandstonecommack.com/sitemap.xml | https://handandstonecommack.com/sitemap.xml | http://www.handandstonecommack.com/sitemap.xml | 	https://www.handandstonecommack.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstone-huntington.com	301	3	http://handandstone-huntington.com/sitemap.xml | https://handandstone-huntington.com/sitemap.xml | http://www.handandstone-huntington.com/sitemap.xml | 	https://www.handandstone-huntington.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstone-jericho.com	301	3	http://handandstone-jericho.com/sitemap.xml | https://handandstone-jericho.com/sitemap.xml | http://www.handandstone-jericho.com/sitemap.xml | 	https://www.handandstone-jericho.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstone-levittown.com	301	3	http://handandstone-levittown.com/sitemap.xml | https://handandstone-levittown.com/sitemap.xml | http://www.handandstone-levittown.com/sitemap.xml | 	https://www.handandstone-levittown.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneportwashingtonny.com	301	3	http://handandstoneportwashingtonny.com/sitemap.xml | https://handandstoneportwashingtonny.com/sitemap.xml | http://www.handandstoneportwashingtonny.com/sitemap.xml | 	https://www.handandstoneportwashingtonny.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonecolumbus.com	301	3	http://handandstonecolumbus.com/sitemap.xml | https://handandstonecolumbus.com/sitemap.xml | http://www.handandstonecolumbus.com/sitemap.xml | 	https://www.handandstonecolumbus.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonemontgomeryville.com	301	3	http://handandstonemontgomeryville.com/sitemap.xml | https://handandstonemontgomeryville.com/sitemap.xml | http://www.handandstonemontgomeryville.com/sitemap.xml | 	https://www.handandstonemontgomeryville.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneeaston.com	301	3	http://handandstoneeaston.com/sitemap.xml | https://handandstoneeaston.com/sitemap.xml | http://www.handandstoneeaston.com/sitemap.xml | 	https://www.handandstoneeaston.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonecentervalley.com	301	3	http://handandstonecentervalley.com/sitemap.xml | https://handandstonecentervalley.com/sitemap.xml | http://www.handandstonecentervalley.com/sitemap.xml | 	https://www.handandstonecentervalley.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonenewtown.com	301	3	http://handandstonenewtown.com/sitemap.xml | https://handandstonenewtown.com/sitemap.xml | http://www.handandstonenewtown.com/sitemap.xml | 	https://www.handandstonenewtown.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonehuntingdonvalley.com	301	3	http://handandstonehuntingdonvalley.com/sitemap.xml | https://handandstonehuntingdonvalley.com/sitemap.xml | http://www.handandstonehuntingdonvalley.com/sitemap.xml | 	https://www.handandstonehuntingdonvalley.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonegreenville.com	301	3	http://handandstonegreenville.com/sitemap.xml | https://handandstonegreenville.com/sitemap.xml | http://www.handandstonegreenville.com/sitemap.xml | 	https://www.handandstonegreenville.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonesanfelipe.com	301	3	http://handandstonesanfelipe.com/sitemap.xml | https://handandstonesanfelipe.com/sitemap.xml | http://www.handandstonesanfelipe.com/sitemap.xml | 	https://www.handandstonesanfelipe.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneblackforestparktx.com	301	3	http://handandstoneblackforestparktx.com/sitemap.xml | https://handandstoneblackforestparktx.com/sitemap.xml | http://www.handandstoneblackforestparktx.com/sitemap.xml | 	https://www.handandstoneblackforestparktx.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonericevillage.com	301	3	http://handandstonericevillage.com/sitemap.xml | https://handandstonericevillage.com/sitemap.xml | http://www.handandstonericevillage.com/sitemap.xml | 	https://www.handandstonericevillage.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonevintagemarketplace.com	301	3	http://handandstonevintagemarketplace.com/sitemap.xml | https://handandstonevintagemarketplace.com/sitemap.xml | http://www.handandstonevintagemarketplace.com/sitemap.xml | 	https://www.handandstonevintagemarketplace.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonesugarland.com	301	3	http://handandstonesugarland.com/sitemap.xml | https://handandstonesugarland.com/sitemap.xml | http://www.handandstonesugarland.com/sitemap.xml | 	https://www.handandstonesugarland.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonesummerville.com	301	3	http://handandstonesummerville.com/sitemap.xml | https://handandstonesummerville.com/sitemap.xml | http://www.handandstonesummerville.com/sitemap.xml | 	https://www.handandstonesummerville.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonepeoria.com	301	3	http://handandstonepeoria.com/sitemap.xml | https://handandstonepeoria.com/sitemap.xml | http://www.handandstonepeoria.com/sitemap.xml | 	https://www.handandstonepeoria.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonefortcollins.com	301	3	http://handandstonefortcollins.com/sitemap.xml | https://handandstonefortcollins.com/sitemap.xml | http://www.handandstonefortcollins.com/sitemap.xml | 	https://www.handandstonefortcollins.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstone-harbison.com	301	3	http://handandstone-harbison.com/sitemap.xml | https://handandstone-harbison.com/sitemap.xml | http://www.handandstone-harbison.com/sitemap.xml | 	https://www.handandstone-harbison.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
